,brand,year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,selling_price
257,Nissan,2013,90000,Petrol,Automatic,Individual,Second Owner,5.0,17.97,1498,99.6,134.0,350000
258,Hyundai,2019,2000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.86,117.0,610000
259,Maruti,2015,20000,Petrol,Manual,Individual,First Owner,5.0,20.85,1197,83.14,115.0,525000
260,Toyota,2011,120000,Diesel,Manual,Individual,First Owner,7.0,12.8,2494,102.0,200.06,480000
261,Mahindra,2017,35000,Diesel,Manual,Individual,First Owner,6.0,16.55,2498,105.0,247.0,780000
262,Maruti,2012,193000,Diesel,Manual,Individual,First Owner,5.0,19.3,1248,73.9,190.0,320000
263,Maruti,2014,80000,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,375000
264,Datsun,2019,40000,Petrol,Manual,Individual,First Owner,5.0,19.02,1198,67.05,104.0,300000
265,Hyundai,2015,70000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,22.54,1396,88.73,219.7,500000
266,Mahindra,2011,122358,Diesel,Manual,Individual,First Owner,9.0,12.05,2179,120.0,290.0,404000
267,Tata,2015,75000,Diesel,Manual,Individual,First Owner,7.0,14.07,2956,69.01,223.0,500000
268,Tata,2017,120000,Diesel,Manual,Individual,First Owner,5.0,27.28,1047,69.0,140.0,350000
269,Tata,2015,40000,Petrol,Manual,Individual,First Owner,5.0,17.57,1193,88.7,140.0,380000
270,Hyundai,2008,95200,Petrol,Manual,Individual,Third Owner,5.0,13.2,1495,94.0,122.58,114999
271,Honda,2014,33033,Petrol,Manual,Dealer,First Owner,5.0,19.4,1198,86.8,109.0,335000
272,Hyundai,2015,63063,Petrol,Automatic,Dealer,First Owner,5.0,18.9,1197,82.0,114.0,465000
273,Tata,2012,60000,Diesel,Manual,Individual,First Owner,5.0,21.02,1248,88.76,200.0,290000
274,Maruti,2005,45000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,110000
275,Tata,2011,80000,Diesel,Manual,Individual,Third Owner,7.0,11.57,2179,138.1,320.0,450000
276,Mahindra,2009,170000,Diesel,Manual,Individual,Second Owner,7.0,13.6,2523,63.0,180.0,400000
277,Mahindra,2007,207890,Diesel,Manual,Individual,Second Owner,7.0,13.6,2523,63.0,180.0,210000
278,Mercedes-Benz,2018,7976,Diesel,Automatic,Individual,First Owner,5.0,17.9,2143,170.0,400.0,4600000
279,Maruti,2016,35000,Petrol,Manual,Individual,First Owner,8.0,16.8,796,34.2,59.0,220000
280,Hyundai,2017,35000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,450000
281,Hyundai,2017,35000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,450000
282,Hyundai,2013,50000,Petrol,Automatic,Individual,First Owner,5.0,16.95,1197,78.9,111.8,290000
283,Maruti,2016,20000,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,520000
284,Hyundai,2011,20000,Petrol,Automatic,Individual,First Owner,5.0,16.95,1197,78.9,111.8,265000
285,Maruti,2012,50000,Petrol,Manual,Individual,Second Owner,5.0,18.6,1197,85.8,114.0,330000
286,Maruti,2012,50000,Petrol,Manual,Individual,Second Owner,5.0,18.6,1197,85.8,114.0,330000
287,Mahindra,2014,120000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,509999
288,Hyundai,2014,70000,Petrol,Manual,Individual,First Owner,5.0,17.1,1591,121.3,154.9,500000
289,Hyundai,2015,50000,Petrol,Manual,Individual,First Owner,5.0,17.19,1197,81.86,114.73,525000
290,Maruti,2019,16500,Petrol,Manual,Individual,First Owner,5.0,21.01,1197,81.8,113.0,675000
291,Hyundai,2010,70000,Petrol,Manual,Individual,First Owner,5.0,17.0,1197,80.0,111.8,300000
292,Maruti,2005,99361,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,90000
293,Maruti,2017,25000,Diesel,Manual,Individual,First Owner,5.0,26.59,1248,74.0,190.0,650000
294,Maruti,2014,70000,Petrol,Manual,Individual,Second Owner,5.0,19.1,1197,85.8,114.0,409000
295,Hyundai,2015,80000,Diesel,Manual,Individual,Second Owner,5.0,24.0,1120,70.0,160.0,395000
296,Maruti,2014,70000,Petrol,Manual,Individual,Second Owner,5.0,19.1,1197,85.8,114.0,400000
297,Chevrolet,2012,60000,Petrol,Manual,Individual,Third Owner,5.0,18.6,1199,79.4,108.0,120000
298,Tata,2018,10000,Petrol,Automatic,Individual,First Owner,5.0,20.3,1199,84.0,114.0,645000
299,Maruti,2006,80000,Petrol,Manual,Individual,First Owner,4.0,16.1,796,37.0,59.0,81000
300,Honda,2017,30000,Diesel,Manual,Individual,First Owner,5.0,25.6,1498,97.9,200.0,1300000
301,Honda,2017,33000,Diesel,Manual,Individual,First Owner,5.0,25.6,1498,97.9,200.0,1250000
302,Maruti,2013,90000,Petrol,Manual,Individual,Third Owner,7.0,16.02,1373,93.7,130.0,535000
303,Nissan,2014,80100,Diesel,Manual,Individual,Second Owner,5.0,19.01,1461,108.5,248.0,555000
304,Honda,2014,120000,Petrol,Manual,Individual,First Owner,5.0,17.4,1497,117.3,145.0,725000
305,Renault,2016,40000,Petrol,Manual,Individual,First Owner,5.0,25.17,799,53.3,72.0,229999
306,Toyota,2013,160000,Diesel,Manual,Individual,Second Owner,8.0,12.99,2494,100.6,200.0,800000
307,Maruti,2017,47000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,409999
308,Hyundai,2018,25000,Diesel,Manual,Individual,First Owner,5.0,21.38,1396,88.7,219.7,1210000
309,Tata,2017,26000,Petrol,Manual,Individual,First Owner,5.0,23.84,1199,84.0,114.0,400000
310,Hyundai,2018,29000,Diesel,Manual,Individual,First Owner,5.0,24.0,1186,73.97,190.24,520000
311,Maruti,2016,50000,Petrol,Automatic,Individual,First Owner,5.0,21.4,1197,83.1,115.0,650000
312,Maruti,2011,58000,Petrol,Manual,Individual,Third Owner,5.0,16.1,1298,88.2,112.78,325000
313,Maruti,2012,120000,Petrol,Automatic,Individual,First Owner,5.0,17.4,1197,85.8,114.0,420000
314,Maruti,2014,50000,Petrol,Manual,Individual,First Owner,5.0,20.4,1197,81.8,113.0,400000
315,Hyundai,2010,80000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,17.0,1197,80.0,111.8,254999
316,Maruti,2003,60000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,17.3,993,60.0,78.0,65000
317,Maruti,2017,36000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,351000
318,Toyota,2007,120000,Diesel,Manual,Individual,Third Owner,8.0,12.8,2494,102.0,200.06,404000
319,Maruti,2011,185000,Diesel,Manual,Individual,Third Owner,5.0,21.1,1248,73.9,190.0,185000
320,Nissan,2011,50000,Diesel,Manual,Individual,First Owner,5.0,23.08,1461,63.1,160.0,250000
321,Maruti,2002,100000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,17.3,993,60.0,78.0,60000
322,Hyundai,2013,50000,Petrol,Manual,Individual,Second Owner,5.0,17.1,1591,121.3,154.9,500000
323,Maruti,2007,80000,Petrol,Manual,Individual,Second Owner,5.0,18.2,998,67.1,90.0,85000
324,Maruti,2005,80000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,19.7,796,46.3,62.0,85000
325,Maruti,2011,90000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,19.3,1248,73.9,190.0,265000
326,Maruti,2010,162000,Petrol,Manual,Individual,Second Owner,5.0,19.0,998,66.1,90.0,130000
327,Maruti,2013,110000,Diesel,Manual,Individual,Third Owner,7.0,20.77,1248,88.76,200.0,480000
328,Maruti,2008,120000,Diesel,Manual,Individual,Third Owner,5.0,17.8,1248,75.0,190.0,170000
329,Nissan,2011,45000,Diesel,Manual,Individual,First Owner,5.0,23.08,1461,63.1,160.0,275000
330,Maruti,2005,90000,Petrol,Manual,Individual,Second Owner,5.0,18.9,998,67.1,90.0,89000
331,Ford,2010,90000,Diesel,Manual,Individual,Second Owner,5.0,20.0,1399,68.0,160.0,170000
332,Mahindra,2019,16500,Petrol,Manual,Dealer,First Owner,5.0,17.0,1197,110.0,200.0,1090000
333,Hyundai,2017,67000,Diesel,Automatic,Individual,First Owner,5.0,17.01,1582,126.2,259.9,1100000
334,Maruti,2018,52000,Petrol,Manual,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,610000
335,Datsun,2016,40000,Petrol,Manual,Dealer,First Owner,5.0,20.63,1198,67.0,104.0,335000
336,Hyundai,2015,40000,Petrol,Manual,Dealer,First Owner,5.0,18.9,1197,82.0,114.0,434999
337,Toyota,2018,35000,Diesel,Manual,Individual,First Owner,7.0,14.24,2755,174.5,420.0,3000000
338,Renault,2018,13000,Petrol,Manual,Dealer,First Owner,5.0,20.71,799,53.26,72.0,390000
339,Honda,2012,40000,Petrol,Manual,Dealer,First Owner,5.0,18.5,1198,86.8,109.0,325000
340,Volkswagen,2019,10000,Petrol,Manual,Dealer,First Owner,5.0,17.0,1198,73.75,110.0,640000
341,Nissan,2012,9000,Petrol,Manual,Dealer,First Owner,5.0,16.95,1498,97.7,134.0,450000
342,Toyota,2013,70000,Diesel,Manual,Dealer,Second Owner,5.0,23.59,1364,67.06,170.0,400000
343,Hyundai,2009,60000,Petrol,Manual,Dealer,First Owner,5.0,20.36,1197,78.9,111.8,215000
344,Renault,2014,40000,Diesel,Manual,Dealer,First Owner,5.0,20.45,1461,83.8,200.0,570000
345,Mahindra,2012,93000,Diesel,Manual,Dealer,First Owner,7.0,15.1,2179,140.0,330.0,680000
346,Toyota,2008,80000,Diesel,Manual,Individual,Fourth & Above Owner,7.0,12.8,2494,102.0,200.06,325000
347,Tata,2011,50000,Petrol,Manual,Individual,Second Owner,5.0,15.64,1193,64.08,100.0,150000
348,Hyundai,2013,68000,Petrol,Automatic,Dealer,First Owner,5.0,14.5,1797,147.5,177.5,690000
349,Mercedes-Benz,2013,25000,Diesel,Automatic,Individual,First Owner,5.0,14.84,2143,170.0,400.0,1550000
350,Tata,2012,18000,Petrol,Manual,Dealer,First Owner,4.0,25.4,624,37.5,51.0,64000
351,Nissan,2013,120000,Diesel,Manual,Individual,First Owner,5.0,23.08,1461,63.1,160.0,250000
352,Maruti,2005,35000,Petrol,Manual,Individual,First Owner,5.0,18.9,998,67.1,90.0,65000
353,Maruti,2016,60000,Diesel,Manual,Individual,Second Owner,5.0,26.59,1248,74.0,190.0,550000
354,Hyundai,2010,70000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,20.36,1197,78.9,111.7,140000
355,Renault,2016,30000,Petrol,Manual,Individual,First Owner,5.0,25.17,799,53.3,72.0,300000
356,Volkswagen,2016,70000,Petrol,Automatic,Individual,First Owner,5.0,16.34,1798,189.3,250.0,800000
357,Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2625000
358,Lexus,2019,20000,Petrol,Automatic,Dealer,First Owner,5.0,22.37,2487,214.56,202.0,5150000
359,Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
360,Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
361,Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
362,Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
363,Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
364,Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
365,Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
366,Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
367,Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
368,Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
369,Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
370,Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
371,BMW,2019,7500,Diesel,Automatic,Dealer,First Owner,5.0,16.78,1995,190.0,400.0,5400000
372,BMW,2019,8500,Diesel,Automatic,Dealer,First Owner,5.0,16.78,1995,190.0,400.0,5500000
373,Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
374,Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
375,Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
376,Hyundai,2010,106000,Petrol,Manual,Individual,Third Owner,5.0,20.36,1197,78.9,111.7,150000
377,Honda,2009,120000,Petrol,Automatic,Individual,Second Owner,5.0,11.1,2354,158.8,218.0,500000
378,Maruti,2015,90000,Diesel,Manual,Individual,First Owner,5.0,26.59,1248,74.0,190.0,480000
379,Hyundai,2014,70000,Diesel,Manual,Individual,Third Owner,5.0,22.32,1582,126.32,259.8,535000
380,Toyota,2005,240000,Diesel,Manual,Individual,Third Owner,8.0,12.8,2494,102.0,200.06,250000
381,Maruti,2012,100000,Diesel,Manual,Individual,Second Owner,5.0,21.5,1248,88.8,200.0,300000
382,Hyundai,2009,214000,Petrol,Manual,Individual,Second Owner,5.0,13.9,1599,103.2,146.12,340000
383,Hyundai,2009,214000,Diesel,Manual,Individual,Second Owner,5.0,16.8,1493,110.0,235.36,340000
384,Maruti,2016,50000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,240000
385,Honda,2018,1000,Petrol,Automatic,Individual,First Owner,5.0,18.0,1497,117.6,145.0,1085000
386,Maruti,2017,19000,Diesel,Automatic,Individual,First Owner,5.0,28.4,1248,74.02,190.0,750000
387,Tata,2012,265000,Diesel,Manual,Individual,Second Owner,5.0,17.0,1405,70.0,132.39,95000
388,Maruti,2020,35000,CNG,Manual,Individual,First Owner,5.0,20.88,1196,61.7,85.0,409999
389,Maruti,2014,80000,Petrol,Manual,Individual,Second Owner,5.0,23.95,998,67.05,90.0,215000
390,Mahindra,2016,50000,Diesel,Automatic,Individual,First Owner,7.0,16.0,2179,140.0,330.0,1290000
391,Maruti,2010,80000,Petrol,Manual,Individual,First Owner,5.0,20.92,998,67.1,90.0,150000
392,Hyundai,2013,50000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,219000
393,Tata,2018,100000,Petrol,Manual,Individual,First Owner,5.0,23.84,1199,84.0,114.0,325000
394,Maruti,2013,120000,Petrol,Manual,Individual,Second Owner,5.0,15.1,1196,73.0,101.0,260000
395,Jaguar,2017,9000,Diesel,Automatic,Dealer,First Owner,5.0,13.6,1999,177.0,430.0,2625000
396,Lexus,2019,20000,Petrol,Automatic,Dealer,First Owner,5.0,22.37,2487,214.56,202.0,5150000
397,Jaguar,2017,45000,Diesel,Automatic,Dealer,First Owner,5.0,19.33,1999,177.0,430.0,3200000
398,Tata,2015,110000,Diesel,Manual,Individual,First Owner,7.0,14.1,2179,147.94,320.0,503000
399,Volvo,2019,20000,Diesel,Automatic,Individual,First Owner,5.0,18.0,1969,190.0,400.0,3800000
400,Toyota,2016,68089,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.16,2494,157.7,213.0,2000000
401,Maruti,2013,58343,Petrol,Manual,Trustmark Dealer,First Owner,5.0,21.79,998,67.05,90.0,225000
402,Maruti,2018,38817,Diesel,Manual,Dealer,First Owner,5.0,27.39,1248,74.0,190.0,740000
403,Honda,2016,56494,Petrol,Manual,Trustmark Dealer,First Owner,5.0,18.2,1199,88.7,110.0,550000
404,Toyota,2013,79328,Diesel,Manual,Trustmark Dealer,Second Owner,7.0,12.99,2494,100.6,200.0,750000
405,Maruti,2019,5621,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,22.0,1197,81.8,113.0,650000
406,Toyota,2017,25538,Petrol,Manual,Trustmark Dealer,First Owner,5.0,16.78,1496,88.73,132.0,625000
407,Maruti,2018,69779,Petrol,Automatic,Dealer,First Owner,5.0,22.0,1197,81.8,113.0,600000
408,Hyundai,2017,56290,Diesel,Manual,Dealer,First Owner,5.0,24.0,1186,73.97,190.24,450000
409,BMW,2019,7500,Diesel,Automatic,Dealer,First Owner,5.0,16.78,1995,190.0,400.0,5400000
410,BMW,2019,8500,Diesel,Automatic,Dealer,First Owner,5.0,16.78,1995,190.0,400.0,5500000
411,Honda,2019,7032,Petrol,Automatic,Trustmark Dealer,First Owner,5.0,19.0,1199,88.76,110.0,779000
412,Skoda,2016,11000,Petrol,Automatic,Dealer,First Owner,5.0,14.3,1598,103.5,153.0,645000
413,Volvo,2018,2000,Diesel,Automatic,Dealer,First Owner,5.0,16.8,1984,150.0,350.0,2475000
414,Honda,2019,40000,Diesel,Automatic,Individual,First Owner,5.0,23.8,1498,78.9,160.0,700000
415,Hyundai,2017,45000,Diesel,Manual,Individual,First Owner,5.0,21.38,1396,88.7,219.7,950000
416,Maruti,2010,80000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,160000
417,Hyundai,2015,135000,Diesel,Manual,Individual,Second Owner,5.0,24.4,1120,71.01,180.4,409999
418,Toyota,2015,120000,Diesel,Manual,Individual,Second Owner,7.0,12.99,2494,100.6,200.0,840000
419,Toyota,2013,67000,Diesel,Manual,Individual,First Owner,5.0,23.59,1364,67.1,170.0,450000
420,Maruti,2017,50000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,900000
421,Toyota,2008,134000,Diesel,Manual,Individual,Second Owner,7.0,12.8,2494,102.0,200.06,570000
422,Nissan,2011,110000,Diesel,Manual,Individual,Second Owner,5.0,23.08,1461,63.1,160.0,254999
423,Maruti,2009,40000,Petrol,Manual,Individual,First Owner,4.0,16.1,796,37.0,59.0,130000
424,Maruti,2013,120000,Diesel,Manual,Individual,Second Owner,5.0,23.4,1248,74.0,190.0,530000
425,Volkswagen,2015,110000,Diesel,Manual,Individual,Second Owner,5.0,20.14,1498,88.8,230.0,520000
426,Mahindra,2011,170000,Diesel,Manual,Individual,Second Owner,5.0,21.0,1461,64.1,160.0,229999
427,Maruti,2004,80000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,81000
428,Maruti,2016,47000,Diesel,Manual,Individual,First Owner,5.0,25.2,1248,74.0,190.0,600000
429,Hyundai,2015,93000,Petrol,Manual,Individual,First Owner,5.0,19.1,1197,81.86,113.75,409999
430,Maruti,2010,70000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,120000
431,Maruti,2014,50000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,320000
432,Ford,2015,70000,Diesel,Manual,Individual,First Owner,5.0,20.0,1399,68.05,160.0,292000
433,Tata,2012,80000,Diesel,Manual,Individual,First Owner,7.0,13.93,2179,138.03,320.0,390000
434,Ford,2016,44000,Petrol,Manual,Individual,First Owner,5.0,18.16,1196,86.8,112.0,550000
435,Maruti,2014,25000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,385000
436,Hyundai,2016,25000,Petrol,Manual,Individual,First Owner,5.0,15.29,1591,121.3,151.0,800000
437,Maruti,2019,10000,Petrol,Manual,Individual,First Owner,5.0,21.21,1197,81.8,113.0,675000
438,Tata,2018,50000,Diesel,Manual,Individual,First Owner,7.0,17.6,2179,153.86,400.0,1525000
439,Ford,2018,30000,Diesel,Manual,Individual,First Owner,5.0,23.0,1498,98.96,205.0,950000
440,Hyundai,2015,50000,Diesel,Manual,Individual,Second Owner,5.0,21.19,1396,88.73,219.66,610000
441,Hyundai,2012,120000,Diesel,Manual,Individual,First Owner,5.0,22.54,1396,88.73,219.7,525000
442,Honda,2019,40000,Diesel,Automatic,Individual,First Owner,5.0,23.8,1498,78.9,160.0,700000
443,Mahindra,2015,80000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,375000
444,Nissan,2015,90000,Diesel,Manual,Individual,First Owner,5.0,20.45,1461,83.8,200.0,580000
445,Maruti,2015,50000,Petrol,Manual,Individual,Second Owner,5.0,20.4,1197,83.11,115.0,434999
446,Datsun,2020,2136,Petrol,Manual,Individual,First Owner,5.0,22.5,999,67.0,91.0,350000
447,Toyota,2012,250000,Diesel,Manual,Individual,First Owner,7.0,12.99,2494,100.0,200.0,730000
448,Hyundai,2015,35000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,600000
449,Toyota,2015,120000,Diesel,Manual,Individual,First Owner,7.0,12.99,2494,100.6,200.0,1050000
450,Maruti,2017,70000,Diesel,Manual,Individual,First Owner,5.0,27.39,1248,74.0,190.0,735000
451,Renault,2018,18000,Diesel,Manual,Dealer,First Owner,5.0,19.6,1461,108.45,245.0,1050000
452,Chevrolet,2016,110000,Diesel,Manual,Individual,Second Owner,7.0,18.2,1248,73.74,172.5,420000
453,Maruti,2017,60000,Diesel,Manual,Individual,First Owner,5.0,23.65,1248,88.5,200.0,800000
454,Toyota,2015,60000,Diesel,Automatic,Individual,First Owner,7.0,12.55,2982,168.5,360.0,2000000
455,Maruti,2016,147000,Diesel,Manual,Individual,Second Owner,5.0,26.59,1248,74.0,190.0,600000
456,Toyota,2015,130000,Diesel,Automatic,Individual,First Owner,7.0,12.55,2982,168.5,360.0,1900000
457,Chevrolet,2011,99500,Diesel,Manual,Individual,Third Owner,7.0,11.5,1991,147.9,320.0,500000
458,Tata,2011,110000,Diesel,Manual,Individual,Second Owner,5.0,17.0,1405,71.0,135.0,200000
459,Nissan,2016,35000,Petrol,Manual,Individual,First Owner,5.0,19.49,1198,67.04,104.0,370000
460,Hyundai,2010,110000,Diesel,Manual,Individual,Second Owner,5.0,16.2,1493,110.0,235.36,260000
461,Mahindra,2016,100000,Diesel,Manual,Individual,First Owner,6.0,25.32,1198,77.0,190.0,280000
462,Maruti,2014,21000,Petrol,Manual,Individual,First Owner,7.0,16.02,1373,93.7,130.0,610000
463,Ford,2013,60000,Diesel,Manual,Individual,Second Owner,5.0,23.5,1498,90.0,204.0,300000
464,Tata,2010,40000,Diesel,Manual,Individual,First Owner,5.0,16.6,1405,70.0,140.24,140000
465,Hyundai,2008,50000,Petrol,Manual,Individual,First Owner,5.0,19.81,1086,68.05,99.04,229999
466,Maruti,2010,65000,Petrol,Manual,Individual,Second Owner,5.0,19.0,998,66.1,90.0,200000
467,Maruti,2011,80000,Petrol,Manual,Individual,First Owner,5.0,18.9,998,67.1,90.0,200000
468,Hyundai,2015,119000,Diesel,Manual,Individual,First Owner,5.0,23.9,1582,126.2,259.9,560000
469,Maruti,2016,80000,Diesel,Manual,Individual,First Owner,7.0,24.52,1248,88.5,200.0,750000
470,Maruti,2017,90000,Diesel,Manual,Individual,First Owner,5.0,25.2,1248,74.0,190.0,585000
471,Hyundai,2016,20000,Petrol,Manual,Individual,First Owner,5.0,17.01,1591,121.4,154.9,760000
472,Maruti,2014,80000,Diesel,Manual,Individual,Second Owner,5.0,25.2,1248,74.0,190.0,430000
473,Mahindra,2020,44665,Diesel,Manual,Individual,First Owner,6.0,25.32,1198,77.0,190.0,480000
474,Kia,2019,10000,Diesel,Manual,Individual,First Owner,5.0,20.8,1493,113.4,250.0,643000
475,Hyundai,2018,60000,Petrol,Manual,Individual,First Owner,5.0,20.14,1197,81.86,113.75,500000
476,Honda,2016,22000,Petrol,Manual,Individual,First Owner,5.0,18.5,1198,86.8,109.0,425000
477,Maruti,2014,25000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,250000
478,Maruti,2016,70000,Diesel,Manual,Individual,First Owner,5.0,27.62,793,47.0,125.0,285000
479,Maruti,2008,123000,Petrol,Manual,Individual,Third Owner,5.0,17.5,1298,85.8,114.0,160000
480,Volkswagen,2011,70000,Diesel,Manual,Individual,Second Owner,5.0,20.54,1598,103.6,250.0,250000
481,Chevrolet,2013,70000,Petrol,Manual,Individual,Second Owner,5.0,18.6,1199,79.4,108.0,170000
482,Toyota,2013,45000,Diesel,Manual,Individual,First Owner,5.0,23.59,1364,67.06,170.0,409999
483,Hyundai,2015,40000,Petrol,Automatic,Individual,First Owner,5.0,18.9,1197,82.0,114.0,400000
484,Maruti,2019,30000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,700000
485,Honda,2007,90000,Petrol,Automatic,Individual,First Owner,5.0,12.9,1799,130.0,172.0,350000
486,Maruti,2016,34000,Petrol,Manual,Individual,Second Owner,7.0,17.5,1373,91.1,130.0,660000
